,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
30114,2002,1,28,1,1144.0,1140,1223.0,1221,US,729,N884äâ,99.0,101.0,74.0,2.0,4.0,PIT,BNA,462.0,6.0,19.0,0,,0,,,,,,YES,YES
5001,1989,1,1,7,1601.0,1600,1910.0,1907,UA,210,,129.0,127.0,,3.0,1.0,LAX,DEN,862.0,,,0,,0,,,,,,YES,YES
25727,1999,1,15,5,1531.0,1510,1634.0,1620,WN,1012,N396,63.0,70.0,56.0,14.0,21.0,ABQ,PHX,328.0,2.0,5.0,0,,0,,,,,,YES,YES
36700,2005,1,11,2,1407.0,1400,1642.0,1642,UA,566,N386UA,155.0,162.0,136.0,0.0,7.0,SAT,ORD,1041.0,6.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
16786,1995,1,1,7,1959.0,1955,2059.0,2058,US,1907,N922VJ,60.0,63.0,45.0,1.0,4.0,PIT,PHL,267.0,5.0,10.0,0,,0,,,,,,YES,YES
1219,1987,10,12,1,1854.0,1855,1955.0,1957,PS,1514,,61.0,62.0,,-2.0,-1.0,SJC,LAX,308.0,,,0,,0,,,,,,NO,NO
3532,1988,1,30,6,615.0,615,710.0,707,PS,1447,,55.0,52.0,,3.0,0.0,LAS,BUR,223.0,,,0,,0,,,,,,YES,NO
14321,1994,1,13,4,1558.0,1530,1811.0,1801,US,236,,133.0,151.0,,10.0,28.0,MCO,LGA,950.0,,,0,,0,,,,,,YES,YES
13415,1993,1,2,6,1307.0,1240,1417.0,1352,US,99,,70.0,72.0,,25.0,27.0,PIT,IND,325.0,,,0,,0,,,,,,YES,YES
12153,1993,1,19,2,1404.0,1405,1640.0,1643,US,70,,156.0,158.0,,-3.0,-1.0,TPA,LGA,1011.0,,,0,,0,,,,,,NO,NO
43926,2008,1,3,4,906.0,855,1019.0,1010,WN,3831,N451WN,73.0,75.0,49.0,9.0,11.0,SJC,LAX,308.0,9.0,15.0,0,,0,,,,,,YES,YES
6756,1990,1,16,2,1433.0,1420,1606.0,1545,US,39,,93.0,85.0,,21.0,13.0,PSP,SFO,421.0,,,0,,0,,,,,,YES,YES
42247,2008,1,3,4,2017.0,2005,2241.0,2245,WN,563,N285WN,144.0,160.0,129.0,-4.0,12.0,LAS,SEA,866.0,5.0,10.0,0,,0,,,,,,NO,YES
28092,2001,1,30,2,1419.0,1425,1555.0,1551,US,378,N444äâ,96.0,86.0,72.0,4.0,-6.0,CLE,CLT,430.0,16.0,8.0,0,,0,,,,,,YES,NO
2511,1988,1,20,3,,1855,,1950,PI,955,,,55.0,,,,ISP,SYR,222.0,,,1,,0,,,,,,YES,YES
30168,2002,1,25,5,1558.0,1600,1857.0,1902,US,734,N393äâ,119.0,122.0,105.0,-5.0,-2.0,BNA,PHL,675.0,4.0,10.0,0,,0,,,,,,NO,NO
483,1987,10,14,3,1309.0,1310,1429.0,1424,PS,1479,,80.0,74.0,,5.0,-1.0,SAN,OAK,446.0,,,0,,0,,,,,,YES,NO
19575,1996,1,20,6,855.0,850,1040.0,1042,UA,1063,N556UA,105.0,112.0,85.0,-2.0,5.0,DEN,PHX,602.0,4.0,16.0,0,,0,,,,,,NO,YES
23816,1998,1,26,1,1049.0,0,1219.0,0,AA,419,N552AA,150.0,163.0,130.0,-12.0,1.0,DFW,PHX,868.0,4.0,16.0,0,,0,,,,,,NO,YES
19868,1996,1,28,7,2024.0,0,2208.0,0,AA,1397,N594AA,164.0,152.0,126.0,14.0,2.0,DFW,PHX,868.0,4.0,34.0,0,,0,,,,,,YES,YES
402,1987,10,11,7,1630.0,1628,1800.0,1745,PS,1476,,90.0,77.0,,15.0,2.0,OAK,SAN,446.0,,,0,,0,,,,,,YES,YES
22814,1998,1,26,1,830.0,830,1026.0,1054,HP,860,N169AW,236.0,264.0,223.0,-28.0,0.0,CMH,PHX,1671.0,6.0,7.0,0,,0,,,,,,NO,NO
5993,1989,1,16,1,1829.0,1830,2136.0,2145,UA,238,,127.0,135.0,,-9.0,-1.0,DEN,ORD,888.0,,,0,,0,,,,,,NO,NO
13031,1993,1,2,6,709.0,710,851.0,848,US,93,,102.0,98.0,,3.0,-1.0,BWI,IND,515.0,,,0,,0,,,,,,YES,NO
628,1987,10,16,5,2017.0,2016,2137.0,2132,PS,1486,,80.0,76.0,,5.0,1.0,OAK,SAN,446.0,,,0,,0,,,,,,YES,YES
10999,1992,1,12,7,1237.0,1240,1410.0,1414,US,74,,93.0,94.0,,-4.0,-3.0,CLE,BOS,563.0,,,0,,0,,,,,,NO,NO
9740,1991,1,16,3,653.0,655,801.0,801,US,145,,68.0,66.0,,0.0,-2.0,SYR,BWI,273.0,,,0,,0,,,,,,NO,NO
42640,2008,1,3,4,1030.0,1030,1226.0,1235,WN,1112,N795SW,176.0,185.0,153.0,-9.0,0.0,MCO,SAT,1040.0,3.0,20.0,0,,0,,,,,,NO,NO
7581,1990,1,30,2,1541.0,1540,1623.0,1617,US,55,,42.0,37.0,,6.0,1.0,LAX,SAN,109.0,,,0,,0,,,,,,YES,YES
37112,2005,1,19,3,1255.0,1300,1434.0,1443,UA,580,N370UA,99.0,103.0,78.0,-9.0,-5.0,SFO,PDX,550.0,4.0,17.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
11762,1992,1,7,2,852.0,850,1255.0,1240,US,88,,183.0,170.0,,15.0,2.0,DFW,PHL,1302.0,,,0,,0,,,,,,YES,YES
8324,1991,1,29,2,1048.0,1040,1201.0,1201,US,119,,193.0,201.0,,0.0,8.0,MCI,SAN,,,,0,,0,,,,,,NO,YES
37676,2005,1,26,3,1557.0,1559,1629.0,1630,UA,595,N522UA,92.0,91.0,76.0,-1.0,-2.0,OMA,DEN,472.0,8.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
9490,1991,1,6,7,800.0,800,925.0,937,US,141,,85.0,97.0,,-12.0,0.0,CLE,BOS,563.0,,,0,,0,,,,,,NO,NO
21434,1997,1,8,3,1304.0,1300,1456.0,1505,DL,159,N950DL,232.0,245.0,218.0,-9.0,4.0,CVG,PHX,1569.0,3.0,11.0,0,,0,,,,,,NO,YES
25056,1999,1,30,6,1150.0,1153,1243.0,1255,US,554,N982VJ,53.0,62.0,44.0,-12.0,-3.0,SYR,PHL,228.0,2.0,7.0,0,,0,,,,,,NO,NO
43049,2008,1,3,4,1013.0,955,1132.0,1120,WN,1022,N655WN,79.0,85.0,69.0,12.0,18.0,OAK,SAN,446.0,2.0,8.0,0,,0,,,,,,YES,YES
2160,1988,1,31,7,1612.0,1610,1630.0,1630,PI,944,,18.0,20.0,,0.0,2.0,UCA,SYR,37.0,,,0,,0,,,,,,NO,YES
25578,1999,1,15,5,820.0,820,930.0,930,WN,478,N382,70.0,70.0,57.0,0.0,0.0,ABQ,PHX,328.0,3.0,10.0,0,,0,,,,,,NO,NO
6939,1990,1,24,3,1011.0,1000,1245.0,1204,US,41,,214.0,184.0,,41.0,11.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,YES
14337,1994,1,30,7,1559.0,1530,1805.0,1801,US,236,,126.0,151.0,,4.0,29.0,MCO,LGA,950.0,,,0,,0,,,,,,YES,YES
33887,2003,1,29,3,1120.0,1125,1309.0,1318,UA,1087,N547UA,169.0,173.0,152.0,-9.0,-5.0,DEN,SEA,1024.0,4.0,13.0,0,,0,,,,,,NO,NO
32884,2003,1,10,5,1528.0,1530,1715.0,1659,UA,1062,N956UA,107.0,89.0,63.0,16.0,-2.0,MCI,ORD,403.0,25.0,19.0,0,,0,,,,,,YES,NO
26663,2000,1,12,3,2049.0,2049,2301.0,2305,HP,2479,N155AW,72.0,76.0,57.0,-4.0,0.0,BUR,PHX,369.0,4.0,11.0,0,,0,,,,,,NO,NO
4563,1989,1,4,3,1258.0,1240,1640.0,1621,UA,199,,342.0,341.0,,19.0,18.0,LAX,HNL,2556.0,,,0,,0,,,,,,YES,YES
17803,1995,1,12,4,1806.0,1716,2113.0,2028,TW,108,N9307R,127.0,132.0,101.0,45.0,50.0,STL,PHL,813.0,7.0,19.0,0,,0,,,,,,YES,YES
41707,2007,1,2,2,1834.0,1805,2003.0,1930,WN,2417,N507,89.0,85.0,72.0,33.0,29.0,MCI,DAL,461.0,4.0,13.0,0,,0,22.0,0.0,4.0,0.0,7.0,YES,YES
42168,2008,1,3,4,2035.0,2020,2209.0,2150,WN,3135,N695SW,94.0,90.0,81.0,19.0,15.0,LAS,OAK,407.0,3.0,10.0,0,,0,15.0,0.0,4.0,0.0,0.0,YES,YES
28440,2001,1,20,6,1424.0,1430,1636.0,1611,US,395,N718äæ,132.0,101.0,83.0,25.0,-6.0,MHT,PIT,485.0,39.0,10.0,0,,0,,,,,,YES,NO
20865,1997,1,14,2,,1247,,1504,HP,2545,N164AW,,77.0,,,,BUR,PHX,369.0,0.0,0.0,1,,0,,,,,,YES,YES
35077,2004,1,11,7,1103.0,1045,1622.0,1615,UA,488,N853UA,199.0,210.0,181.0,7.0,18.0,LAS,ORD,1515.0,7.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
14573,1994,1,6,4,632.0,630,757.0,758,US,243,,85.0,88.0,,-1.0,2.0,MHT,PHL,290.0,,,0,,0,,,,,,NO,YES
11933,1992,1,31,5,756.0,755,851.0,851,US,93,,55.0,56.0,,0.0,1.0,CMH,IND,182.0,,,0,,0,,,,,,NO,YES
20274,1997,1,6,1,,2135,,2341,DL,755,N611DL,,246.0,,,,ATL,PHX,1587.0,0.0,0.0,1,,0,,,,,,YES,YES
19614,1996,1,19,5,1227.0,1225,1416.0,1415,UA,1231,N7443U,109.0,110.0,94.0,1.0,2.0,DEN,PHX,602.0,3.0,12.0,0,,0,,,,,,YES,YES
14919,1994,1,2,7,1011.0,1000,1227.0,1209,US,250,,136.0,129.0,,18.0,11.0,IND,TPA,838.0,,,0,,0,,,,,,YES,YES
33629,2003,1,31,5,959.0,1005,1427.0,1427,UA,1080,N492UA,148.0,142.0,123.0,0.0,-6.0,DEN,IND,977.0,8.0,17.0,0,,0,,,,,,NO,NO
14499,1994,1,19,3,1221.0,1220,1339.0,1330,US,241,,78.0,70.0,,9.0,1.0,ORF,EWR,284.0,,,0,,0,,,,,,YES,YES
7643,1990,1,1,1,1431.0,1425,1455.0,1452,US,55,,84.0,87.0,,3.0,6.0,TUS,LAX,451.0,,,0,,0,,,,,,YES,YES
6960,1990,1,14,7,1638.0,1640,1805.0,1806,US,42,,87.0,86.0,,-1.0,-2.0,DAY,EWR,533.0,,,0,,0,,,,,,NO,NO
7105,1990,1,12,5,2022.0,1910,2145.0,2023,US,45,,83.0,73.0,,82.0,72.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
34965,2004,1,10,6,929.0,900,1501.0,1444,UA,484,N562UA,212.0,224.0,192.0,17.0,29.0,PDX,ORD,1739.0,11.0,9.0,0,,0,17.0,0.0,0.0,0.0,0.0,YES,YES
7967,1990,1,4,4,1040.0,955,1257.0,1212,US,59,,137.0,137.0,,45.0,45.0,PIT,TPA,873.0,,,0,,0,,,,,,YES,YES
12871,1993,1,14,4,840.0,830,1003.0,952,US,88,,83.0,82.0,,11.0,10.0,PIT,BDL,406.0,,,0,,0,,,,,,YES,YES
11273,1992,1,6,1,1451.0,1445,2011.0,2000,US,80,,200.0,195.0,,11.0,6.0,PHX,IND,1489.0,,,0,,0,,,,,,YES,YES
2005,1988,1,15,5,1331.0,1331,1434.0,1435,PI,942,,63.0,64.0,,-1.0,0.0,SYR,BWI,273.0,,,0,,0,,,,,,NO,NO
10031,1992,1,8,3,937.0,940,1104.0,1120,US,53,,267.0,280.0,,-16.0,-3.0,IND,LAX,1814.0,,,0,,0,,,,,,NO,NO
30173,2002,1,30,3,1554.0,1600,1856.0,1902,US,734,N334äâ,122.0,122.0,108.0,-6.0,-6.0,BNA,PHL,675.0,3.0,11.0,0,,0,,,,,,NO,NO
7715,1990,1,12,5,1132.0,1135,1317.0,1245,US,56,,105.0,70.0,,32.0,-3.0,TYS,PIT,382.0,,,0,,0,,,,,,YES,NO
15129,1994,1,17,1,1712.0,1600,1913.0,1723,US,254,,121.0,83.0,,110.0,72.0,BOS,EWR,200.0,,,0,,0,,,,,,YES,YES
13143,1993,1,24,7,1208.0,1200,1954.0,1939,US,94,,286.0,279.0,,15.0,8.0,LAX,PIT,2136.0,,,0,,0,,,,,,YES,YES
43468,2008,1,3,4,1151.0,1150,1722.0,1705,WN,2808,N694SW,211.0,195.0,178.0,17.0,1.0,PHX,SDF,1506.0,9.0,24.0,0,,0,0.0,0.0,17.0,0.0,0.0,YES,YES
35554,2004,1,31,6,1322.0,1325,1516.0,1522,UA,500,N365UA,54.0,57.0,32.0,-6.0,-3.0,ORD,IND,177.0,10.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
28410,2001,1,21,7,757.0,730,912.0,848,US,393,N732äæ,75.0,78.0,54.0,24.0,27.0,DCA,CLT,331.0,5.0,16.0,0,,0,,,,,,YES,YES
2147,1988,1,18,1,1623.0,1610,1707.0,1630,PI,944,,44.0,20.0,,37.0,13.0,UCA,SYR,37.0,,,0,,0,,,,,,YES,YES
5351,1989,1,27,5,758.0,800,1110.0,1113,UA,222,,132.0,133.0,,-3.0,-2.0,DEN,ORD,888.0,,,0,,0,,,,,,NO,NO
13554,1993,1,21,4,,1050,,1258,US,103,,,128.0,,,,LGA,GSP,610.0,,,1,,0,,,,,,YES,YES
23165,1998,1,10,6,1418.0,1415,1618.0,1607,HP,2028,N509DC,120.0,112.0,100.0,11.0,3.0,DEN,PHX,602.0,10.0,10.0,0,,0,,,,,,YES,YES
26526,2000,1,22,6,1225.0,1223,1628.0,1610,HP,2792,N618AW,363.0,347.0,346.0,18.0,2.0,BOS,PHX,2300.0,4.0,13.0,0,,0,,,,,,YES,YES
41094,2007,1,2,2,633.0,630,721.0,725,WN,2,N523,48.0,55.0,37.0,-4.0,3.0,HOU,DAL,239.0,3.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
3575,1988,1,23,6,730.0,730,852.0,900,PS,1451,,82.0,90.0,,-8.0,0.0,SAN,SFO,447.0,,,0,,0,,,,,,NO,NO
26969,2000,1,27,4,1048.0,1036,1348.0,1336,HP,2807,N913AW,300.0,300.0,265.0,12.0,12.0,BWI,PHX,1999.0,20.0,15.0,0,,0,,,,,,YES,YES
31492,2002,1,16,3,1943.0,1950,2120.0,2135,US,785,N705äæ,157.0,165.0,132.0,-15.0,-7.0,PHL,STL,813.0,7.0,18.0,0,,0,,,,,,NO,NO
30926,2002,1,22,2,2054.0,2100,2240.0,2236,US,761,N711äæ,166.0,156.0,132.0,4.0,-6.0,CLT,MCI,809.0,4.0,30.0,0,,0,,,,,,YES,NO
40565,2007,1,2,2,1253.0,1230,1411.0,1345,WN,2309,N642WN,78.0,75.0,63.0,26.0,23.0,BUR,SMF,358.0,4.0,11.0,0,,0,10.0,0.0,3.0,0.0,13.0,YES,YES
25223,1999,1,15,5,644.0,645,918.0,912,US,1080,N390US,154.0,147.0,133.0,6.0,-1.0,TPA,PHL,920.0,7.0,14.0,0,,0,,,,,,YES,NO
28929,2001,1,4,4,631.0,635,846.0,858,US,411,N353äâ,135.0,143.0,105.0,-12.0,-4.0,LGA,IND,659.0,8.0,22.0,0,,0,,,,,,NO,NO
8159,1991,1,21,1,1633.0,1635,1738.0,1747,US,116,,65.0,72.0,,-9.0,-2.0,PIT,ORF,330.0,,,0,,0,,,,,,NO,NO
19900,1996,1,29,1,1131.0,0,1257.0,0,AA,1447,N471AA,146.0,151.0,125.0,36.0,41.0,DFW,PHX,868.0,4.0,17.0,0,,0,,,,,,YES,YES
4405,1989,1,6,5,801.0,800,1055.0,1045,UA,193,,354.0,345.0,,10.0,1.0,EWR,LAX,2454.0,,,0,,0,,,,,,YES,YES
34390,2004,1,13,2,1111.0,1115,1315.0,1327,UA,473,N848UA,244.0,252.0,225.0,-12.0,-4.0,EWR,DEN,1605.0,6.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
36843,2005,1,5,3,,1455,,1540,UA,571,000000,,105.0,,,,PIT,ORD,412.0,0.0,0.0,1,C,0,0.0,0.0,0.0,0.0,0.0,YES,YES
15307,1994,1,26,3,1050.0,1050,1130.0,1130,US,258,,40.0,40.0,,0.0,0.0,TRI,CLT,120.0,,,0,,0,,,,,,NO,NO
43487,2008,1,3,4,1036.0,1025,1147.0,1135,WN,207,N398SW,131.0,130.0,108.0,12.0,11.0,PHX,SMF,647.0,6.0,17.0,0,,0,,,,,,YES,YES
38643,2006,1,11,3,1720.0,1610,1850.0,1741,US,835,N154AW,90.0,91.0,71.0,69.0,70.0,LAS,SMF,397.0,6.0,13.0,0,,0,69.0,0.0,0.0,0.0,0.0,YES,YES
5104,1989,1,19,4,2043.0,2045,2314.0,2324,UA,212,,91.0,99.0,,-10.0,-2.0,ORD,ABE,654.0,,,0,,0,,,,,,NO,NO
9074,1991,1,13,7,1003.0,1000,1103.0,1117,US,132,,60.0,77.0,,-14.0,3.0,ORF,EWR,284.0,,,0,,0,,,,,,NO,YES
2570,1988,1,19,2,1615.0,1615,1759.0,1750,PI,959,,104.0,95.0,,9.0,0.0,LGA,GSO,461.0,,,0,,0,,,,,,YES,NO
32170,2003,1,29,3,1445.0,1445,1607.0,1610,UA,1027,N327UA,82.0,85.0,64.0,-3.0,0.0,ORD,MSP,334.0,2.0,16.0,0,,0,,,,,,NO,NO
11977,1992,1,7,2,1218.0,1220,1257.0,1257,US,93,,39.0,37.0,,0.0,-2.0,PHX,TUS,110.0,,,0,,0,,,,,,NO,NO
26770,2000,1,31,1,1755.0,1755,2015.0,2010,WN,935,N756,80.0,75.0,59.0,5.0,0.0,BUR,PHX,369.0,6.0,15.0,0,,0,,,,,,YES,NO
40534,2007,1,2,2,1355.0,1355,1504.0,1505,WN,2616,N645SW,69.0,70.0,54.0,-1.0,0.0,BUR,OAK,325.0,3.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
42565,2008,1,3,4,1336.0,1330,1544.0,1545,WN,2020,N419WN,128.0,135.0,114.0,-1.0,6.0,MCO,CMH,802.0,3.0,11.0,0,,0,,,,,,NO,YES
25456,1999,1,29,5,1220.0,1158,1340.0,1314,HP,2634,N188AW,80.0,76.0,64.0,26.0,22.0,ABQ,PHX,328.0,6.0,10.0,0,,0,,,,,,YES,YES
35467,2004,1,31,6,1822.0,1805,2224.0,2205,UA,498,N582UA,182.0,180.0,160.0,19.0,17.0,ORD,FLL,1182.0,4.0,18.0,0,,0,17.0,0.0,2.0,0.0,0.0,YES,YES
32796,2003,1,7,2,629.0,635,1245.0,1240,UA,1060,N809UA,256.0,245.0,239.0,5.0,-6.0,SJC,ORD,1829.0,4.0,13.0,0,,0,,,,,,YES,NO
13283,1993,1,14,4,1412.0,1415,1625.0,1636,US,97,,133.0,141.0,,-11.0,-3.0,PHL,JAX,742.0,,,0,,0,,,,,,NO,NO
35791,2004,1,13,2,1636.0,1640,1958.0,2010,UA,508,N532UA,142.0,150.0,124.0,-12.0,-4.0,SEA,DEN,1024.0,8.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
30728,2002,1,14,1,1010.0,1010,1304.0,1311,US,756,N560Aä,114.0,121.0,93.0,-7.0,0.0,MCI,PIT,773.0,6.0,15.0,0,,0,,,,,,NO,NO
35640,2004,1,27,2,1915.0,1918,2043.0,2025,UA,503,N937UA,148.0,127.0,97.0,18.0,-3.0,CLT,ORD,599.0,6.0,45.0,0,,0,0.0,0.0,18.0,0.0,0.0,YES,NO
4102,1989,1,6,5,632.0,625,1000.0,951,UA,184,,148.0,146.0,,9.0,7.0,SFO,DEN,967.0,,,0,,0,,,,,,YES,YES
27097,2000,1,28,5,1935.0,1935,2148.0,2204,CO,1543,N24702,253.0,269.0,228.0,-16.0,0.0,CLE,PHX,1737.0,5.0,20.0,0,,0,,,,,,NO,NO
34622,2004,1,20,2,1020.0,1020,1216.0,1225,UA,478,N847UA,116.0,125.0,102.0,-9.0,0.0,MCO,IAD,758.0,4.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
43062,2008,1,3,4,1503.0,1415,1729.0,1615,WN,237,N281WN,146.0,120.0,91.0,74.0,48.0,OAK,SEA,671.0,5.0,50.0,0,,0,8.0,0.0,26.0,0.0,40.0,YES,YES
35569,2004,1,21,3,811.0,820,1233.0,1222,UA,500,N352UA,202.0,182.0,170.0,11.0,-9.0,SLC,ORD,1249.0,7.0,25.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
31043,2002,1,16,3,1555.0,1600,1805.0,1755,US,765,N518Aä,130.0,115.0,93.0,10.0,-5.0,PHL,DTW,453.0,16.0,21.0,0,,0,,,,,,YES,NO
1886,1987,10,18,7,2222.0,2200,2326.0,2304,PS,1547,,64.0,64.0,,22.0,22.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
22035,1998,1,2,5,1420.0,1420,1537.0,1540,WN,743,N650,137.0,140.0,129.0,-3.0,0.0,AUS,PHX,872.0,2.0,6.0,0,,0,,,,,,NO,NO
22663,1998,1,30,5,901.0,905,1119.0,1139,CO,1611,N12313,258.0,274.0,233.0,-20.0,-4.0,CLE,PHX,1737.0,6.0,19.0,0,,0,,,,,,NO,NO
5122,1989,1,2,1,1000.0,855,1143.0,1040,UA,215,,163.0,165.0,,63.0,65.0,MCO,ORD,1005.0,,,0,,0,,,,,,YES,YES
3006,1988,1,23,6,1358.0,1400,1520.0,1515,PS,1418,,82.0,75.0,,5.0,-2.0,SFO,LAX,337.0,,,0,,0,,,,,,YES,NO
12356,1993,1,18,1,830.0,830,1017.0,1024,US,75,,107.0,114.0,,-7.0,0.0,CLT,RSW,600.0,,,0,,0,,,,,,NO,NO
9735,1991,1,11,5,657.0,655,,801,US,145,,,66.0,,,2.0,SYR,BWI,273.0,,,0,,1,,,,,,YES,YES
41449,2007,1,2,2,709.0,710,919.0,915,WN,1342,N663SW,70.0,65.0,50.0,4.0,-1.0,LAS,PHX,256.0,4.0,16.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
18360,1996,1,27,6,1710.0,1710,1836.0,1830,WN,844,N104,146.0,140.0,134.0,6.0,0.0,AUS,PHX,872.0,3.0,9.0,0,,0,,,,,,YES,NO
5674,1989,1,24,2,,1045,,1403,UA,228,,,138.0,,,,DEN,ORD,888.0,,,1,,0,,,,,,YES,YES
22455,1998,1,10,6,1740.0,1740,1942.0,1955,WN,1014,N373,62.0,75.0,54.0,-13.0,0.0,BUR,PHX,369.0,3.0,5.0,0,,0,,,,,,NO,NO
7000,1990,1,25,4,1954.0,1850,2219.0,1948,US,42,,145.0,58.0,,151.0,64.0,EWR,SYR,194.0,,,0,,0,,,,,,YES,YES
2761,1988,1,16,6,824.0,825,928.0,927,PI,962,,64.0,62.0,,1.0,-1.0,GSO,BWI,278.0,,,0,,0,,,,,,YES,NO
5906,1989,1,13,5,1729.0,1730,2039.0,2047,UA,236,,130.0,137.0,,-8.0,-1.0,DEN,ORD,888.0,,,0,,0,,,,,,NO,NO
5358,1989,1,4,3,1207.0,1155,1505.0,1453,UA,222,,118.0,118.0,,12.0,12.0,ORD,BTV,763.0,,,0,,0,,,,,,YES,YES
29582,2001,1,7,7,2103.0,2105,2146.0,2144,US,433,N816äâ,103.0,99.0,72.0,2.0,-2.0,PIT,MKE,431.0,6.0,25.0,0,,0,,,,,,YES,NO
16359,1995,1,11,3,701.0,700,932.0,929,US,182,N387US,151.0,149.0,136.0,3.0,1.0,PBI,PHL,951.0,5.0,10.0,0,,0,,,,,,YES,YES
9915,1991,1,29,2,,1700,,1802,US,149,,,62.0,,,,DCA,PIT,205.0,,,1,,0,,,,,,YES,YES
5905,1989,1,12,4,1736.0,1730,2043.0,2047,UA,236,,127.0,137.0,,-4.0,6.0,DEN,ORD,888.0,,,0,,0,,,,,,NO,YES
39259,2006,1,11,3,1721.0,1720,1859.0,1845,US,389,N355US,98.0,85.0,73.0,14.0,1.0,PVD,DCA,357.0,2.0,23.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
33205,2003,1,4,6,1356.0,1350,1718.0,1719,UA,1070,N521UA,142.0,149.0,125.0,-1.0,6.0,SEA,DEN,1024.0,8.0,9.0,0,,0,,,,,,NO,YES
38608,2006,1,11,3,2253.0,2256,623.0,634,US,431,N667AW,270.0,278.0,251.0,-11.0,-3.0,LAS,PHL,2176.0,10.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
4151,1989,1,25,3,1737.0,1740,1825.0,1820,UA,185,,48.0,40.0,,5.0,-3.0,HNL,LIH,102.0,,,0,,0,,,,,,YES,NO
14982,1994,1,14,5,2053.0,2015,2104.0,2043,US,251,,71.0,88.0,,21.0,38.0,PIT,MDW,402.0,,,0,,0,,,,,,YES,YES
17176,1995,1,21,6,1114.0,1111,1216.0,1224,US,2451,N989VJ,62.0,73.0,52.0,-8.0,3.0,RDU,PHL,336.0,2.0,8.0,0,,0,,,,,,NO,YES
6176,1990,1,1,1,,730,,856,US,31,,,86.0,,,,BDL,PIT,406.0,,,1,,0,,,,,,YES,YES
16076,1995,1,3,2,947.0,945,1232.0,1238,UA,1876,N9024U,105.0,113.0,87.0,-6.0,2.0,ORD,PHL,678.0,6.0,12.0,0,,0,,,,,,NO,YES
38181,2006,1,11,3,2156.0,2200,2349.0,2353,US,385,N601AU,113.0,113.0,92.0,-4.0,-4.0,CLT,FLL,631.0,4.0,17.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
39865,2006,1,12,4,703.0,705,757.0,757,US,1686,N814MD,54.0,52.0,33.0,0.0,-2.0,DCA,PHL,119.0,6.0,15.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
13760,1993,1,21,4,1330.0,1330,1547.0,1543,US,108,,137.0,133.0,,4.0,0.0,MCO,PIT,834.0,,,0,,0,,,,,,YES,NO
21160,1997,1,8,3,1633.0,1630,1843.0,1832,HP,2031,N622AW,250.0,242.0,235.0,11.0,3.0,CMH,PHX,1671.0,3.0,12.0,0,,0,,,,,,YES,YES
32695,2003,1,6,1,1009.0,930,1126.0,1100,UA,1057,N519UA,137.0,150.0,117.0,26.0,39.0,MHT,ORD,843.0,9.0,11.0,0,,0,,,,,,YES,YES
41091,2007,1,2,2,1826.0,1830,1909.0,1920,WN,43,N392SW,43.0,50.0,34.0,-11.0,-4.0,HOU,CRP,187.0,4.0,5.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
2011,1988,1,21,4,1330.0,1331,1459.0,1435,PI,942,,89.0,64.0,,24.0,-1.0,SYR,BWI,273.0,,,0,,0,,,,,,YES,NO
17660,1995,1,28,6,1916.0,1915,2258.0,2157,AA,704,N862AA,282.0,222.0,245.0,61.0,1.0,SJU,PHL,1576.0,4.0,33.0,0,,0,,,,,,YES,YES
33010,2003,1,20,1,848.0,846,958.0,942,UA,1064,N928UA,70.0,56.0,38.0,16.0,2.0,SFO,RNO,192.0,4.0,28.0,0,,0,,,,,,YES,YES
36825,2005,1,23,7,1456.0,1350,1658.0,1608,UA,570,N539UA,62.0,78.0,43.0,50.0,66.0,ORD,CLE,316.0,3.0,16.0,0,,0,14.0,0.0,0.0,0.0,36.0,YES,YES
