Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
2004,1,16,5,1802,1750,1943,1916,UA,475,N934UA,161,146,107,27,12,IAH,DEN,861,5,49,0,,0,12,0,15,0,0,YES,YES
2008,1,3,4,737,735,855,855,WN,547,N525SW,78,80,66,0,2,OKC,STL,462,4,8,0,,0,,,,,,NO,YES
1988,1,23,6,1925,1925,2027,2032,PS,1460,,62,67,,-5,0,OAK,BUR,325,,,0,,0,,,,,,NO,NO
2000,1,19,3,1935,1932,2210,2153,HP,613,N168AW,275,261,243,17,3,ATL,PHX,1587,7,25,0,,0,,,,,,YES,YES
1996,1,6,6,1159,1145,1333,1336,UA,419,N1810U,94,111,77,-3,14,DEN,PHX,602,5,12,0,,0,,,,,,NO,YES
1995,1,28,6,1815,1815,1936,1945,US,1561,N573US,81,90,71,-9,0,PWM,PHL,365,4,6,0,,0,,,,,,NO,NO
2003,1,2,4,2002,1947,2200,2145,UA,1086,N925UA,118,118,95,15,15,SFO,SEA,679,6,17,0,,0,,,,,,YES,YES
2004,1,4,7,700,700,953,1005,UA,494,N511UA,113,125,88,-12,0,ORD,MHT,843,4,21,0,,0,0,0,0,0,0,NO,NO
1993,1,24,7,2230,2230,2335,2331,US,106,,65,61,,4,0,LAS,LAX,236,,,0,,0,,,,,,YES,NO
1993,1,9,6,1315,1315,1523,1532,US,83,,128,137,,-9,0,TPA,IND,838,,,0,,0,,,,,,NO,NO
2007,1,2,2,1833,1755,1933,1905,WN,1224,N251,60,70,48,28,38,MCI,OKC,313,3,9,0,,0,12,0,0,0,16,YES,YES
2005,1,2,7,1934,1900,2235,2232,UA,542,N902UA,121,152,106,3,34,ORD,BOS,867,5,10,0,,0,0,0,0,0,0,YES,YES
1996,1,6,6,955,925,1210,1140,WN,420,N677,75,75,61,30,30,BUR,PHX,369,5,9,0,,0,,,,,,YES,YES
1989,1,19,4,830,830,1128,1131,UA,185,,358,361,,-3,0,PHL,SFO,2521,,,0,,0,,,,,,NO,NO
2006,1,11,3,1424,1425,2212,2156,US,30,N624AU,288,271,267,16,-1,LAS,PHL,2176,5,16,0,,0,0,0,16,0,0,YES,NO
2007,1,1,1,1136,1135,1246,1250,WN,2037,N781,70,75,63,-4,1,SNA,SJC,342,2,5,0,,0,0,0,0,0,0,NO,YES
1998,1,1,4,1435,1435,1704,1730,WN,1219,N304,209,235,200,-26,0,BNA,PHX,1448,3,6,0,,0,,,,,,NO,NO
2004,1,18,7,1723,1730,1800,1810,UA,481,N830UA,97,100,77,-10,-7,PIT,ORD,412,8,12,0,,0,0,0,0,0,0,NO,NO
1988,1,25,1,,1000,,1103,PI,962,,,63,,,,BWI,SYR,273,,,1,,0,,,,,,YES,YES
1990,1,18,4,1122,1120,1211,1215,US,57,,49,55,,-4,2,LAS,BUR,223,,,0,,0,,,,,,NO,YES
1993,1,14,4,1730,1730,1942,1943,US,68,,132,133,,-1,0,MCO,PIT,834,,,0,,0,,,,,,NO,NO
2006,1,11,3,557,605,805,818,US,78,N577US,68,73,52,-13,-8,BNA,CLT,329,5,11,0,,0,0,0,0,0,0,NO,NO
1998,1,10,6,1415,1335,1632,1550,WN,441,N606,77,75,72,42,40,BUR,PHX,369,2,3,0,,0,,,,,,YES,YES
1988,1,18,1,939,938,1027,1030,PS,1412,,48,52,,-3,1,BUR,LAS,223,,,0,,0,,,,,,NO,YES
1999,1,24,7,1315,1315,1625,1630,TW,98,N9630A,130,135,107,-5,0,STL,PHL,813,7,16,0,,0,,,,,,NO,NO
2002,1,10,4,1051,1055,1141,1137,US,760,N395äâ,50,42,22,4,-4,CLT,AVL,92,4,24,0,,0,,,,,,YES,NO
2003,1,20,1,1936,1935,2223,2212,UA,1069,N494UA,227,217,202,11,1,ORD,BOI,1437,3,22,0,,0,,,,,,YES,YES
1996,1,2,2,1813,1730,2003,1940,DL,689,N631DL,230,250,208,23,43,ATL,PHX,1587,5,17,0,,0,,,,,,YES,YES
2008,1,3,4,2001,1930,2118,2045,WN,810,N648SW,77,75,64,33,31,LAX,OAK,337,4,9,0,,0,0,0,2,0,31,YES,YES
2005,1,2,7,1714,1645,1840,1803,UA,571,N366UA,86,78,59,37,29,ORD,DSM,299,5,22,0,,0,24,0,8,0,5,YES,YES
2008,1,3,4,1547,1540,1753,1745,WN,2113,N350SW,126,125,107,8,7,SAT,BNA,822,6,13,0,,0,,,,,,YES,YES
2001,1,15,1,2224,2230,2300,2313,US,402,N858äâ,36,43,23,-13,-6,CLT,FAY,118,3,10,0,,0,,,,,,NO,NO
1993,1,28,4,2104,2050,2219,2207,US,68,,75,77,,12,14,PIT,GRR,319,,,0,,0,,,,,,YES,YES
1999,1,26,2,626,635,912,911,US,1028,N427US,166,156,145,1,-9,RSW,PHL,992,10,11,0,,0,,,,,,YES,NO
1997,1,19,7,708,710,919,929,HP,2202,N509DC,71,79,60,-10,-2,BUR,PHX,369,2,9,0,,0,,,,,,NO,NO
1988,1,22,5,1925,1925,2022,2032,PS,1460,,57,67,,-10,0,OAK,BUR,325,,,0,,0,,,,,,NO,NO
2002,1,8,2,1347,1345,1447,1429,US,766,N852äâ,60,44,24,18,2,CLT,GSO,83,3,33,0,,0,,,,,,YES,YES
2005,1,20,4,838,805,1046,1020,UA,601,N802UA,248,255,225,26,33,ORD,SAN,1723,3,20,0,,0,20,0,0,0,6,YES,YES
1999,1,8,5,1428,1420,1535,1530,WN,552,N349,67,70,55,5,8,ABQ,PHX,328,5,7,0,,0,,,,,,YES,YES
1994,1,23,7,2125,2120,2221,2230,US,240,,56,70,,-9,5,PIT,PHF,308,,,0,,0,,,,,,NO,YES
1994,1,14,5,749,750,852,846,US,253,,63,56,,6,-1,DTW,PIT,201,,,0,,0,,,,,,YES,NO
1991,1,29,2,,855,,1015,US,150,,,80,,,,LGA,ORF,296,,,1,,0,,,,,,YES,YES
1997,1,27,1,1813,1745,1946,1928,UA,439,N7253U,93,103,74,18,28,DEN,PHX,602,7,12,0,,0,,,,,,YES,YES
2007,1,2,2,1209,1210,1305,1310,WN,983,N508,56,60,46,-5,-1,MAF,DAL,319,3,7,0,,0,0,0,0,0,0,NO,NO
2007,1,2,2,1405,1405,1512,1520,WN,762,N338,67,75,57,-8,0,HOU,LIT,393,4,6,0,,0,0,0,0,0,0,NO,NO
1992,1,10,5,1103,1105,1204,1157,US,74,,61,52,,7,-2,IND,CLE,261,,,0,,0,,,,,,YES,NO
2006,1,11,3,554,600,737,745,US,271,N175AW,163,165,147,-8,-6,IAH,PHX,1009,5,11,0,,0,0,0,0,0,0,NO,NO
2005,1,3,1,740,740,849,839,UA,579,N332UA,129,119,94,10,0,ROC,ORD,528,9,26,0,,0,0,0,0,0,0,YES,NO
1999,1,1,5,1300,1235,1408,1345,WN,1779,N677,68,70,53,23,25,ABQ,PHX,328,5,10,0,,0,,,,,,YES,YES
2004,1,23,5,1702,1705,1824,1828,UA,511,N466UA,142,143,110,-4,-3,DEN,SNA,846,6,26,0,,0,0,0,0,0,0,NO,NO
1992,1,17,5,659,700,755,800,US,92,,56,60,,-5,-1,EWR,BOS,200,,,0,,0,,,,,,NO,NO
1990,1,20,6,819,810,925,902,US,41,,66,52,,23,9,IAD,PIT,183,,,0,,0,,,,,,YES,YES
1991,1,23,3,704,705,757,759,US,144,,53,54,,-2,-1,FLL,TPA,197,,,0,,0,,,,,,NO,NO
1994,1,7,5,1010,1005,1102,1100,US,253,,52,55,,2,5,PIT,HTS,192,,,0,,0,,,,,,YES,YES
2000,1,14,5,1834,1755,2056,2010,WN,935,N365,82,75,64,46,39,BUR,PHX,369,4,14,0,,0,,,,,,YES,YES
2007,1,2,2,1723,1715,1818,1810,WN,794,N457,55,55,38,8,8,MCI,STL,237,7,10,0,,0,0,0,0,0,0,YES,YES
1987,10,27,2,1028,1029,1138,1144,PS,1475,,70,75,,-6,-1,SAN,OAK,446,,,0,,0,,,,,,NO,NO
2005,1,1,6,1743,1745,1920,1920,UA,595,N206UA,157,155,131,0,-2,DEN,SFO,967,4,22,0,,0,0,0,0,0,0,NO,NO
1993,1,3,7,1120,1115,1209,1213,US,102,,49,58,,-4,5,PIT,ABE,253,,,0,,0,,,,,,NO,YES
1995,1,23,1,2018,2017,2315,2321,TW,446,N54325,117,124,101,-6,1,STL,PHL,813,4,12,0,,0,,,,,,NO,YES
2003,1,8,3,1109,1115,1232,1228,UA,1028,N340UA,83,73,49,4,-6,STL,ORD,258,6,28,0,,0,,,,,,YES,NO
1997,1,25,6,1433,1435,1553,1558,HP,2834,N326AW,140,143,127,-5,-2,AUS,PHX,872,5,8,0,,0,,,,,,NO,NO
2006,1,11,3,706,715,1002,1015,US,263,N760UW,176,180,157,-13,-9,LGA,FLL,1076,2,17,0,,0,0,0,0,0,0,NO,NO
2003,1,11,6,1708,1710,1831,1847,UA,1020,N481UA,83,97,66,-16,-2,IAD,BOS,413,5,12,0,,0,,,,,,NO,NO
1999,1,2,6,900,902,1034,1025,HP,191,N509DC,94,83,66,9,-2,ABQ,PHX,328,19,9,0,,0,,,,,,YES,NO
1999,1,6,3,1439,1420,1557,1530,WN,552,N635,78,70,65,27,19,ABQ,PHX,328,6,7,0,,0,,,,,,YES,YES
1987,10,21,3,1852,1845,2011,2005,PS,1480,,79,80,,6,7,SFO,SAN,447,,,0,,0,,,,,,YES,YES
2007,1,2,2,1551,1555,1634,1645,WN,33,N271,43,50,33,-11,-4,HOU,CRP,187,4,6,0,,0,0,0,0,0,0,NO,NO
2000,1,5,3,1658,1658,1846,1857,HP,2624,N329AW,108,119,95,-11,0,DEN,PHX,602,4,9,0,,0,,,,,,NO,NO
2003,1,23,4,1608,1600,1733,1721,UA,1077,N911UA,85,81,68,12,8,SFO,SAN,447,2,15,0,,0,,,,,,YES,YES
2008,1,3,4,2057,2100,2206,2215,WN,3918,N233LV,69,75,57,-9,-3,PVD,BWI,328,4,8,0,,0,,,,,,NO,NO
1997,1,14,2,645,645,855,831,HP,2572,N182AW,130,106,99,24,0,COS,PHX,551,4,27,0,,0,,,,,,YES,NO
1987,10,8,4,1310,1310,1442,1424,PS,1479,,92,74,,18,0,SAN,OAK,446,,,0,,0,,,,,,YES,NO
2001,1,23,2,1007,940,1134,1054,US,376,N822äâ,87,74,53,40,27,PHL,MHT,290,3,31,0,,0,,,,,,YES,YES
1988,1,28,4,1621,1615,1753,1750,PI,959,,92,95,,3,6,LGA,GSO,461,,,0,,0,,,,,,YES,YES
2005,1,2,7,2312,2315,459,500,UA,586,N411UA,227,225,199,-1,-3,PDX,ORD,1739,8,20,0,,0,0,0,0,0,0,NO,NO
1999,1,6,3,634,635,902,911,US,1028,N407US,148,156,124,-9,-1,RSW,PHL,992,7,17,0,,0,,,,,,NO,NO
1993,1,13,3,924,920,1744,1713,US,104,,320,293,,31,4,SFO,PIT,2254,,,0,,0,,,,,,YES,YES
1993,1,30,6,1244,1240,1351,1356,US,99,,67,76,,-5,4,PIT,IND,325,,,0,,0,,,,,,NO,YES
2006,1,11,3,1319,1325,1454,1505,US,137,N613AU,95,100,83,-11,-6,PHL,CLT,448,4,8,0,,0,0,0,0,0,0,NO,NO
1991,1,17,4,1747,1745,1941,1925,US,124,,114,100,,16,2,CLT,EWR,529,,,0,,0,,,,,,YES,YES
1996,1,25,4,805,0,936,0,AA,1673,N499AA,151,154,133,1,4,DFW,PHX,868,2,16,0,,0,,,,,,YES,YES
1999,1,30,6,2005,2005,2105,2115,WN,417,N361,60,70,52,-10,0,ABQ,PHX,328,3,5,0,,0,,,,,,NO,NO
2002,1,23,3,1443,1425,1723,1702,US,763,N433äâ,160,157,132,21,18,PHL,PBI,951,3,25,0,,0,,,,,,YES,YES
2005,1,13,4,1456,1453,1656,1643,UA,591,N534UA,180,170,163,13,3,DEN,SEA,1024,4,13,0,,0,0,0,0,0,0,YES,YES
1993,1,12,2,1115,1115,1204,1159,US,89,,49,44,,5,0,CRW,PIT,164,,,0,,0,,,,,,YES,NO
1995,1,15,7,1210,1210,1428,1436,US,2199,N267AU,138,146,126,-8,0,SRQ,PHL,956,5,7,0,,0,,,,,,NO,NO
2008,1,3,4,1441,1400,1529,1450,WN,3686,N649SW,48,50,35,39,41,PBI,TPA,174,5,8,0,,0,8,0,0,0,31,YES,YES
1988,1,11,1,,1728,,1813,PI,948,,,45,,,,CLT,LYH,175,,,1,,0,,,,,,YES,YES
2000,1,16,7,840,840,1031,1041,HP,2472,N329AW,111,121,96,-10,0,DEN,PHX,602,5,10,0,,0,,,,,,NO,NO
1987,10,1,4,1127,1120,1253,1250,PS,1459,,86,90,,3,7,SFO,PDX,550,,,0,,0,,,,,,YES,YES
2000,1,3,1,1515,1504,1856,1900,HP,2663,N633AW,341,356,325,-4,11,BOS,PHX,2300,1,15,0,,0,,,,,,NO,YES
1999,1,8,5,1055,1055,1352,1344,AA,1020,N893AA,237,229,215,8,0,SJU,PHL,1576,12,10,0,,0,,,,,,YES,NO
2000,1,7,5,1155,1113,1333,1330,HP,2029,N658AW,218,257,206,3,42,CMH,PHX,1671,4,8,0,,0,,,,,,YES,YES
1990,1,22,1,1632,1630,1716,1723,US,29,,44,53,,-7,2,CMH,IND,182,,,0,,0,,,,,,NO,YES
2005,1,13,4,1300,1300,1422,1344,UA,575,N512UA,142,104,72,38,0,PIT,ORD,412,6,64,0,,0,0,0,38,0,0,YES,NO
1990,1,23,2,1434,1435,1641,1645,US,51,,127,130,,-4,-1,PIT,MCO,834,,,0,,0,,,,,,NO,NO
2000,1,9,7,1419,1423,1553,1611,HP,2456,N306AW,94,108,86,-18,-4,COS,PHX,551,3,5,0,,0,,,,,,NO,NO
1997,1,19,7,,700,,1033,HP,87,N618AW,,333,,,,BOS,PHX,2300,0,0,1,,0,,,,,,YES,YES
2003,1,12,7,1320,1320,1456,1443,UA,1053,N390UA,96,83,64,13,0,SFO,SAN,447,2,30,0,,0,,,,,,YES,NO
1993,1,18,1,1233,1235,1333,1347,US,84,,60,72,,-14,-2,RIC,LGA,292,,,0,,0,,,,,,NO,NO
1996,1,11,4,1708,1710,1826,1830,HP,416,N324AW,138,140,118,-4,-2,AUS,PHX,872,5,15,0,,0,,,,,,NO,NO
1997,1,12,7,715,715,835,835,WN,76,N665,140,140,133,0,0,AUS,PHX,872,3,4,0,,0,,,,,,NO,NO
2006,1,12,4,722,725,1010,1031,US,67,N656AW,348,366,331,-21,-3,BOS,LAS,2381,4,13,0,,0,0,0,0,0,0,NO,NO
2001,1,4,4,1353,1358,1502,1518,US,410,N351äâ,69,80,52,-16,-5,IAD,CLT,321,3,14,0,,0,,,,,,NO,NO
1991,1,21,1,1809,1800,1906,1859,US,136,,57,59,,7,9,PIT,BWI,210,,,0,,0,,,,,,YES,YES
1992,1,29,3,1437,1440,1517,1530,US,65,,40,50,,-13,-3,MCI,ICT,186,,,0,,0,,,,,,NO,NO
1992,1,20,1,1024,1025,1252,1244,US,85,,148,139,,8,-1,LGA,IND,659,,,0,,0,,,,,,YES,NO
2007,1,1,1,1711,1710,1832,1850,WN,1516,N793,201,220,186,-18,1,STL,LAS,1372,8,7,0,,0,0,0,0,0,0,NO,YES
1991,1,22,2,848,850,1008,951,US,123,,80,61,,17,-2,PIT,BGM,251,,,0,,0,,,,,,YES,NO
2002,1,16,3,1555,1600,1843,1902,US,734,N396äâ,108,122,93,-19,-5,BNA,PHL,675,3,12,0,,0,,,,,,NO,NO
1988,1,10,7,1618,1615,1800,1750,PI,959,,102,95,,10,3,LGA,GSO,461,,,0,,0,,,,,,YES,YES
1998,1,31,6,1643,1638,1831,1846,HP,2031,N904AW,228,248,218,-15,5,CMH,PHX,1671,3,7,0,,0,,,,,,NO,YES
1993,1,23,6,1324,1325,2042,2045,US,86,,258,260,,-3,-1,SAN,PIT,2106,,,0,,0,,,,,,NO,NO
1996,1,29,1,2134,2125,2319,2310,UA,797,N509UA,105,105,89,9,9,DEN,PHX,602,3,13,0,,0,,,,,,YES,YES
1993,1,20,3,1952,1945,2248,2250,US,91,,296,305,,-2,7,BWI,PHX,1999,,,0,,0,,,,,,NO,YES
2003,1,7,2,1830,1837,1914,1850,UA,1035,N488UA,104,73,61,24,-7,DAY,ORD,240,8,35,0,,0,,,,,,YES,NO
2001,1,3,3,1731,1730,2124,2113,US,416,N356äâ,173,163,148,11,1,IAH,PIT,1117,14,11,0,,0,,,,,,YES,YES
1997,1,5,7,707,710,935,929,HP,2202,112,88,79,56,6,-3,BUR,PHX,369,19,13,0,,0,,,,,,YES,NO
2005,1,28,5,1226,1220,1449,1450,UA,598,N515UA,83,90,71,-1,6,DEN,MCI,533,3,9,0,,0,0,0,0,0,0,NO,YES
1989,1,18,3,1241,1240,1834,1810,UA,206,,233,210,,24,1,SFO,IAH,1635,,,0,,0,,,,,,YES,YES
1995,1,27,5,1446,1444,1729,1734,US,2225,N247US,103,110,88,-5,2,ORD,PHL,678,6,9,0,,0,,,,,,NO,YES
2002,1,14,1,1610,1600,1739,1741,US,780,N894äâ,89,101,76,-2,10,CLT,CLE,430,5,8,0,,0,,,,,,NO,YES
1991,1,17,4,1111,1115,1219,1227,US,130,,68,72,,-8,-4,ACY,PIT,309,,,0,,0,,,,,,NO,NO
1992,1,9,4,633,630,755,754,US,71,,82,84,,1,3,LGA,PIT,335,,,0,,0,,,,,,YES,YES
2008,1,3,4,2134,2050,2257,2200,WN,3691,N257WN,83,70,58,57,44,ONT,SJC,333,11,14,0,,0,0,0,13,0,44,YES,YES
1991,1,20,7,1633,1635,1735,1747,US,116,,62,72,,-12,-2,PIT,ORF,330,,,0,,0,,,,,,NO,NO
2005,1,27,4,1034,1042,1113,1105,UA,553,N922UA,99,83,47,8,-8,DAY,ORD,240,12,40,0,,0,0,0,0,0,0,YES,NO
1995,1,5,4,1959,2000,2100,2057,US,1907,N609AU,61,57,41,3,-1,PIT,PHL,267,5,15,0,,0,,,,,,YES,NO
1990,1,8,1,1319,1315,2052,2041,US,58,,273,266,,11,4,SAN,PIT,2106,,,0,,0,,,,,,YES,YES
1988,1,23,6,907,907,1007,957,PI,961,,60,50,,10,0,BWI,RIC,121,,,0,,0,,,,,,YES,NO
1995,1,3,2,1828,1830,1925,1939,US,2601,N251AU,57,69,48,-14,-2,ROC,PHL,257,4,5,0,,0,,,,,,NO,NO
2006,1,11,3,1,2357,250,228,US,898,N335AW,169,151,147,22,4,LAS,SEA,866,5,17,0,,0,0,0,22,0,0,YES,YES
1993,1,14,4,2229,2230,2325,2331,US,106,,56,61,,-6,-1,LAS,LAX,236,,,0,,0,,,,,,NO,NO
1991,1,28,1,1213,1215,1328,1336,US,121,,75,81,,-8,-2,EWR,PIT,319,,,0,,0,,,,,,NO,NO
1990,1,24,3,1637,1635,1724,1723,US,36,,47,48,,1,2,PIT,BUF,186,,,0,,0,,,,,,YES,YES
1999,1,20,3,1155,1158,1328,1314,HP,2634,N187AW,93,76,64,14,-3,ABQ,PHX,328,13,16,0,,0,,,,,,YES,NO
1991,1,28,1,1404,1405,1510,1515,US,115,,66,70,,-5,-1,BUF,JFK,301,,,0,,0,,,,,,NO,NO
2007,1,2,2,1803,1800,1905,1900,WN,551,N483,62,60,45,5,3,BUR,LAS,223,5,12,0,,0,0,0,0,0,0,YES,YES
1997,1,29,3,1413,1415,1551,1602,HP,2028,N155AW,98,107,84,-11,-2,DEN,PHX,602,4,10,0,,0,,,,,,NO,NO
1998,1,13,2,1246,1250,1445,1453,DL,159,N923DL,239,243,218,-8,-4,CVG,PHX,1569,5,16,0,,0,,,,,,NO,NO
1987,10,30,5,1315,1318,1427,1430,PS,1494,,72,72,,-3,-3,OAK,SNA,371,,,0,,0,,,,,,NO,NO
1992,1,23,4,940,940,1106,1120,US,53,,266,280,,-14,0,IND,LAX,1814,,,0,,0,,,,,,NO,NO
1995,1,24,2,1130,1121,1453,1423,TW,712,N84355,143,122,112,30,9,STL,PHL,813,11,20,0,,0,,,,,,YES,YES
2008,1,3,4,1510,1355,1738,1620,WN,3864,N779SW,148,145,135,78,75,MCO,ISP,972,5,8,0,,0,12,0,3,0,63,YES,YES
1992,1,30,4,1337,1340,1412,1415,US,80,,35,35,,-3,-3,TUS,PHX,110,,,0,,0,,,,,,NO,NO
1987,10,3,6,828,829,948,946,PS,1472,,80,77,,2,-1,OAK,SAN,446,,,0,,0,,,,,,YES,NO
2000,1,8,6,1931,1935,2221,2204,CO,1543,N23707,290,269,238,17,-4,CLE,PHX,1737,39,13,0,,0,,,,,,YES,NO
1990,1,15,1,1229,1210,1400,1347,US,51,,91,97,,13,19,PVD,PIT,467,,,0,,0,,,,,,YES,YES
1991,1,31,4,1014,1015,1139,1143,US,134,,85,88,,-4,-1,GSO,EWR,446,,,0,,0,,,,,,NO,NO
1987,10,22,4,1629,1628,1754,1745,PS,1476,,85,77,,9,1,OAK,SAN,446,,,0,,0,,,,,,YES,YES
1993,1,21,4,1228,1220,1305,1258,US,93,,37,38,,7,8,PHX,TUS,110,,,0,,0,,,,,,YES,YES
1991,1,16,3,841,840,1145,1109,US,144,,364,329,,36,1,TPA,LAX,2158,,,0,,0,,,,,,YES,YES
1995,1,10,2,1846,1840,2127,2115,US,2298,N802US,161,155,144,12,6,RSW,PHL,992,6,11,0,,0,,,,,,YES,YES
1997,1,16,4,1820,1745,1957,1928,UA,439,N7462U,97,103,81,29,35,DEN,PHX,602,3,13,0,,0,,,,,,YES,YES
1994,1,16,7,1336,1255,1344,1317,US,249,,68,82,,27,41,CLT,BNA,329,,,0,,0,,,,,,YES,YES
2008,1,3,4,1039,1030,1133,1140,WN,1244,N714CB,54,70,47,-7,9,ISP,BWI,220,2,5,0,,0,,,,,,NO,YES
1988,1,31,7,2031,2031,2141,2142,PI,945,,70,71,,-1,0,SYR,DCA,298,,,0,,0,,,,,,NO,NO
1993,1,8,5,831,830,1115,1119,US,69,,164,169,,-4,1,PIT,FLL,994,,,0,,0,,,,,,NO,YES
1992,1,24,5,1810,1755,1858,1843,US,78,,48,48,,15,15,PIT,CMH,144,,,0,,0,,,,,,YES,YES
1989,1,19,4,1139,1140,1503,1521,UA,193,,324,341,,-18,-1,LAX,HNL,2556,,,0,,0,,,,,,NO,NO
1992,1,27,1,1709,1710,1826,1830,US,58,,77,80,,-4,-1,IND,DCA,499,,,0,,0,,,,,,NO,NO
1995,1,6,5,1817,1745,2112,2030,AA,1512,N059AA,235,225,219,42,32,SJU,PHL,1576,4,12,0,,0,,,,,,YES,YES
1998,1,23,5,1754,1740,2005,1955,WN,545,N315,71,75,57,10,14,BUR,PHX,369,3,11,0,,0,,,,,,YES,YES
1994,1,2,7,1000,950,1113,1110,US,233,,73,80,,3,10,CLE,PHL,363,,,0,,0,,,,,,YES,YES
1993,1,5,2,940,940,1136,1125,US,93,,236,225,,11,0,IND,PHX,1489,,,0,,0,,,,,,YES,NO
2002,1,11,5,1622,1600,1754,1741,US,780,N884äâ,92,101,78,13,22,CLT,CLE,430,5,9,0,,0,,,,,,YES,YES
1992,1,25,6,1325,1325,2106,2052,US,86,,281,267,,14,0,SAN,PIT,2106,,,0,,0,,,,,,YES,NO
2008,1,3,4,814,755,1324,1320,WN,3320,N354SW,190,205,177,4,19,OAK,MCI,1489,4,9,0,,0,,,,,,YES,YES
2003,1,24,5,2337,2345,502,506,UA,1058,N849UA,205,201,187,-4,-8,LAS,ORD,1515,5,13,0,,0,,,,,,NO,NO
2000,1,13,4,1942,1945,2142,2143,HP,2530,N168AW,120,118,88,-1,-3,DEN,PHX,602,22,10,0,,0,,,,,,NO,NO
2000,1,3,1,1921,1922,2136,2140,HP,2192,N805AW,255,258,240,-4,-1,CMH,PHX,1671,3,12,0,,0,,,,,,NO,NO
2003,1,21,2,1350,1400,1529,1539,UA,1021,N540UA,99,99,79,-10,-10,BOS,IAD,413,4,16,0,,0,,,,,,NO,NO
2002,1,10,4,741,745,1019,1006,US,731,N108äæ,158,141,116,13,-4,MHT,CLT,737,6,36,0,,0,,,,,,YES,NO
1988,1,8,5,1530,1530,1620,1624,PS,1464,,50,54,,-4,0,SJC,BUR,296,,,0,,0,,,,,,NO,NO
1990,1,31,3,1320,1320,1520,1538,US,40,,120,138,,-18,0,TPA,PIT,873,,,0,,0,,,,,,NO,NO
1998,1,1,4,2128,2130,2306,2314,UA,2775,N390UA,98,104,86,-8,-2,DEN,PHX,602,3,9,0,,0,,,,,,NO,NO
1987,10,5,1,1709,1710,1824,1824,PS,1491,,75,74,,0,-1,SNA,OAK,371,,,0,,0,,,,,,NO,NO
1994,1,1,6,833,835,936,943,US,248,,63,68,,-7,-2,PIT,RIC,259,,,0,,0,,,,,,NO,NO
2000,1,1,6,1804,1805,2021,2025,HP,2210,N325AW,77,80,61,-4,-1,BUR,PHX,369,6,10,0,,0,,,,,,NO,NO
1997,1,16,4,1155,1122,1413,1332,HP,2657,N915AW,258,250,239,41,33,CMH,PHX,1671,5,14,0,,0,,,,,,YES,YES
1995,1,15,7,813,815,921,920,US,678,N504AU,68,65,50,1,-2,PIT,PHL,267,4,14,0,,0,,,,,,YES,NO
1996,1,18,4,905,900,1059,1057,DL,319,N470DA,234,237,208,2,5,CVG,PHX,1569,16,10,0,,0,,,,,,YES,YES
1994,1,22,6,1727,1645,1758,1725,US,228,,31,40,,33,42,CLT,CAE,88,,,0,,0,,,,,,YES,YES
1993,1,10,7,1351,1345,1433,1428,US,81,,42,43,,5,6,CLE,PIT,105,,,0,,0,,,,,,YES,YES
2001,1,30,2,657,700,741,742,US,441,N435äâ,104,102,66,-1,-3,PIT,ORD,412,5,33,0,,0,,,,,,NO,NO
2008,1,3,4,855,840,1047,1045,WN,876,N212WN,232,245,218,2,15,SDF,PHX,1506,6,8,0,,0,,,,,,YES,YES
1989,1,24,2,638,625,1002,951,UA,184,,144,146,,11,13,SFO,DEN,967,,,0,,0,,,,,,YES,YES
1996,1,8,1,2029,0,2202,0,AA,1397,N537AA,153,152,124,8,7,DFW,PHX,868,5,24,0,,0,,,,,,YES,YES
2002,1,16,3,1241,1245,1457,1508,US,802,N829äâ,136,143,122,-11,-4,TPA,PIT,873,4,10,0,,0,,,,,,NO,NO
1994,1,20,4,1206,1205,1442,1451,US,230,,156,166,,-9,1,MIA,PIT,1013,,,0,,0,,,,,,NO,YES
2003,1,14,2,1004,1005,1415,1427,UA,1080,N489UA,131,142,114,-12,-1,DEN,IND,977,4,13,0,,0,,,,,,NO,NO
2001,1,24,3,1723,1730,2055,2113,US,416,N385äâ,152,163,136,-18,-7,IAH,PIT,1117,6,10,0,,0,,,,,,NO,NO
2003,1,8,3,1006,1010,1441,1449,UA,1068,N840UA,155,159,138,-8,-4,DEN,DTW,1123,4,13,0,,0,,,,,,NO,NO
1988,1,12,2,743,742,846,854,PS,1447,,63,72,,-8,1,BUR,OAK,325,,,0,,0,,,,,,NO,YES
2008,1,3,4,716,700,723,715,WN,3422,N684WN,67,75,54,8,16,PHX,ONT,325,3,10,0,,0,,,,,,YES,YES
1992,1,10,5,2032,2020,2220,2202,US,62,,108,102,,18,12,CLT,EWR,529,,,0,,0,,,,,,YES,YES
2003,1,29,3,1756,1755,2029,2040,UA,1062,N940UA,93,105,73,-11,1,ORD,MDT,594,5,15,0,,0,,,,,,NO,YES
2007,1,2,2,1958,1910,2329,2240,WN,1436,N669SW,151,150,137,49,48,MCI,MCO,1072,4,10,0,,0,0,0,1,0,48,YES,YES
1994,1,6,4,919,825,1010,927,US,262,,51,62,,43,54,PIT,BWI,210,,,0,,0,,,,,,YES,YES
